Straße;Hausnummernbereich;PLZ;Stadtteil
"Im Finkenschlag";"1 - 15";"51429";"Moitzfeld"
"Im Finkenschlag";"2 - 4";"51429";"Moitzfeld"
"Im Finkenschlag";"12 - 24";"51429";"Moitzfeld"
"Im Finkenschlag";"25 - 41";"51429";"Moitzfeld"
"Im Finkenschlag";"26 - 32";"51429";"Moitzfeld"
"Im Fronhof";"1 - 21";"51429";"Herkenrath"
"Im Fronhof";"10 - 20";"51429";"Herkenrath"
"Im Fronhof";"22 - 32";"51429";"Herkenrath"
"Im Fronhof";"33 - 35";"51429";"Herkenrath"
"Im Fronhof";"43 - 43";"51429";"Herkenrath"
"Im Grafeld";"9 - 35";"51469";"Hand"
"Im Grafeld";"18 - 36";"51469";"Hand"
"Im Grunde";"1 - 9";"51427";"Refrath"
"Im Grunde";"2 - 16";"51427";"Refrath"
"Im Haferkamp";"1 - 23";"51427";"Lustheide"
"Im Haferkamp";"2 - 12";"51427";"Lustheide"
"Im Hag";"1 - 11";"51427";"Lustheide"
"Im Hag";"2 - 18";"51427";"Lustheide"
"Im Hain";"Im Hag 1 - 11";"51427";"Lustheide"
"Im Hain";"Im Hag 2 - 18";"51427";"Lustheide"
"Im Hilgersfeld";"1 - 15";"51427";"Lustheide"
"Im Hilgersfeld";"4 - 56";"51427";"Lustheide"
"Im Hilgersfeld";"19 - 23";"51427";"Lustheide"
"Im Hilgersfeld";"25 - 29";"51427";"Lustheide"
"Im Hilgersfeld";"33 - 37";"51427";"Lustheide"
"Im Hilgersfeld";"43 - 49";"51427";"Lustheide"
"Im Hilgersfeld";"51 - 59";"51427";"Lustheide"
"Im Hilgersfeld";"58 - 122";"51427";"Lustheide"
"Im Hilgersfeld";"61 - 65";"51427";"Lustheide"
"Im Höffgen";"1 - 1";"51427";"Refrath"
"Im Höffgen";"3 - 5";"51427";"Refrath"
"Im Holz";"1 - 47";"51427";"Refrath"
"Im Holz";"2 - 40";"51427";"Refrath"
"Im Holz";"44 - 46";"51427";"Refrath"
"Im Hoppenkamp";"1 - 5";"51429";"Bensberg"
"Im Hoppenkamp";"2 - 8";"51429";"Bensberg"
"Im Hörnchen";"2 - 12";"51429";"Moitzfeld"
"Im Kleefeld";"1 - 9";"51467";"Hebborn"
"Im Kleefeld";"2 - 58";"51467";"Hebborn"
"Im Kleefeld";"19 - 23";"51467";"Hebborn"
"Im Krähenwinkel";"1 - 9";"51429";"Kaule"
"Im Krähenwinkel";"2 - 4";"51429";"Kaule"
"Im Lehmstich";"1 - 5";"51465";"Stadtmitte"
"Im Lehmstich";"4 - 18";"51465";"Stadtmitte"
"Im Lerchenfeld";"1 - 9";"51429";"Moitzfeld"
"Im Lerchenfeld";"2 - 22";"51429";"Moitzfeld"
"Im Lerchenfeld";"13 - 33";"51429";"Moitzfeld"
"Im Letsch";"1 - 3";"51427";"Refrath"
"Im Letsch";"2 - 10";"51427";"Refrath"
"Im Letsch";"9 - 31";"51427";"Refrath"
"Im Letsch";"12 - 30";"51427";"Refrath"
"Im Luchsfeld";"1 - 27";"51429";"Lückerath"
"Im Luchsfeld";"2 - 18";"51429";"Lückerath"
"Im Luchsfeld";"20 - 44";"51429";"Lückerath"
"Im Luchsfeld";"31 - 53";"51429";"Lückerath"
"Im Luchsfeld";"46 - 66";"51429";"Lückerath"
"Im Lüh";"1 - 25";"51427";"Refrath"
"Im Lüh";"4 - 14";"51427";"Refrath"
"Im Merzfeld";"1 - 15";"51467";"Katterbach"
"Im Merzfeld";"2 - 22";"51467";"Katterbach"
"Im Merzfeld";"23 - 31";"51467";"Katterbach"
"Im Mondsröttchen";"3 - 77";"51429";"Kaule"
"Im Mondsröttchen";"6 - 62";"51429";"Kaule"
"Im Neuen Feld";"3 - 101";"51467";"Katterbach"
"Im Neuen Feld";"4 - 36";"51467";"Katterbach"
"Im Odinshof";"1 - 19";"51467";"Schildgen"
"Im Odinshof";"4 - 24";"51467";"Schildgen"
"Im Plackenbruch";"1 - 45";"51467";"Katterbach"
"Im Plackenbruch";"2 - 30";"51467";"Katterbach"
"Im Scheidt";"1 - 37";"51429";"Moitzfeld"
"Im Scheidt";"2 - 8";"51429";"Moitzfeld"
"Im Scheurenfeld";"1 - 13";"51467";"Katterbach"
"Im Scheurenfeld";"2 - 18";"51467";"Katterbach"
"Im Schlag";"1 - 11";"51427";"Refrath"
"Im Schlag";"2 - 18";"51427";"Refrath"
"Im Schlangenhöfchen";"1 - 11";"51427";"Frankenforst"
"Im Schlangenhöfchen";"2 - 28";"51427";"Frankenforst"
"Im Schlangenhöfchen";"13 - 15";"51427";"Frankenforst"
"Im Schlangenhöfchen";"17 - 19";"51427";"Frankenforst"
"Im Schlangenhöfchen";"21 - 29";"51427";"Frankenforst"
"Im Schlangenhöfchen";"30 - 38";"51427";"Frankenforst"
"Im Schloßpark";"1 - 23";"51429";"Bensberg"
"Im Schönen Feld";"1 - 11";"51467";"Katterbach"
"Im Schönen Feld";"2 - 10";"51467";"Katterbach"
"Im Vogelsang";"1 - 25";"51427";"Frankenforst"
"Im Vogelsang";"2 - 20";"51427";"Frankenforst"
"Im Vogelsang";"30 - 32";"51427";"Refrath"
"Im Waldwinkel";"2 - 116";"51467";"Katterbach"
"Im Waldwinkel";"3 - 119";"51467";"Katterbach"
"Im Weidenbusch";"1 - 1";"51467";"Nußbaum"
"Im Wiedenhof";"1 - 13";"51429";"Herkenrath"
"Im Wiedenhof";"8 - 8";"51429";"Herkenrath"
"Im Wiedenhof";"12 - 14";"51429";"Herkenrath"
"Im Wiesenfeld";"1 - 17";"51469";"Gronau"
"Im Wiesenfeld";"14 - 20";"51469";"Gronau"
"Imbuschstraße";"3 - 7";"51429";"Lückerath"
"Immanuel-Kant-Straße";"1 - 1";"51427";"Refrath"
"Immanuel-Kant-Straße";"2 - 8";"51427";"Refrath"
"Immanuel-Kant-Straße";"3 - 9";"51427";"Refrath"
"Immanuel-Kant-Straße";"10 - 24";"51427";"Refrath"
"Immanuel-Kant-Straße";"11 - 17";"51427";"Refrath"
"Immanuel-Kant-Straße";"19 - 23";"51427";"Refrath"
"Immanuel-Kant-Straße";"26 - 40";"51427";"Refrath"
"Immanuel-Kant-Straße";"42 - 54";"51427";"Refrath"
"Immenzaun";"3 - 9";"51429";"Kaule"
"Immenzaun";"4 - 10";"51429";"Kaule"
"In den Stämmen";"1 - 19";"51467";"Hebborn"
"In den Stämmen";"2 - 8";"51467";"Hebborn"
"In den Wiesen";"1 - 65";"51467";"Schildgen"
"In den Wiesen";"2 - 52";"51467";"Schildgen"
"In der Auen";"34 - 52";"51427";"Refrath"
"In der Auen";"41 - 45";"51427";"Refrath"
"In der Auen";"49 - 55";"51427";"Refrath"
"In der Auen";"56 - 56";"51427";"Refrath"
"In der Auen";"59 - 65";"51427";"Refrath"
"In der Auen";"62 - 70";"51427";"Refrath"
"In der Auen";"67 - 69";"51427";"Refrath"
"In der Auen";"72 - 76";"51427";"Refrath"
"In der Auen";"78 - 80";"51427";"Refrath"
"In der Auen";"86 - 110";"51427";"Refrath"
"In der Broicher Aue";"1 - 11";"51467";"Schildgen"
"In der Broicher Aue";"2 - 8";"51467";"Schildgen"
"In der Heilen";"2 - 12";"51429";"Herkenrath"
"In der Heilen";"3 - 15";"51429";"Herkenrath"
"In der Krabb";"1 - 11";"51469";"Hand"
"In der Krabb";"2 - 20";"51469";"Hand"
"In der Kümp";"2 - 54";"51465";"Stadtmitte"
"In der Kümp";"5 - 5";"51465";"Stadtmitte"
"In der Kümp";"39 - 39";"51465";"Stadtmitte"
"In der Mühlenwiese";"1 - 11";"51465";"Herrenstrunden"
"In der Mühlenwiese";"10 - 10";"51465";"Herrenstrunden"
"In der Norr";"1 - 3";"51429";"Moitzfeld"
"In der Schlade";"2 - 28";"51467";"Hebborn"
"In der Schlade";"17 - 47";"51467";"Hebborn"
"In der Schlade";"115 - 119";"51467";"Romaney"
"In der Schlade";"137 - 141";"51467";"Romaney"
"In der Taufe";"1 - 5";"51427";"Refrath"
"In der Taufe";"2 - 6";"51427";"Refrath"
"In der Taufe";"7 - 13";"51427";"Refrath"
"In der Taufe";"29 - 53";"51427";"Refrath"
"In der Taufe";"32 - 32";"51427";"Refrath"
"In der Taufe";"36 - 40";"51427";"Refrath"
"Industrieweg";"In der Taufe 1 - 5";"51427";"Refrath"
"Industrieweg";"In der Taufe 2 - 6";"51427";"Refrath"
"Industrieweg";"In der Taufe 7 - 13";"51427";"Refrath"
"Industrieweg";"In der Taufe 29 - 53";"51427";"Refrath"
"Industrieweg";"In der Taufe 32 - 32";"51427";"Refrath"
"Industrieweg";"In der Taufe 36 - 40";"51427";"Refrath"
"Irlenfelder Hof";"1 - 1";"51467";"Stadtmitte"
"Irlenfelder Kamm";"2 - 22";"51467";"Romaney"
"Irlenfelder Weg";"2 - 52";"51467";"Hebborn"
"Irlenfelder Weg";"3 - 19";"51467";"Hebborn"
"Irlenfelder Weg";"23 - 57";"51467";"Hebborn"
"Irlenfelder Weg";"100 - 106";"51467";"Stadtmitte"
"Isbornweg";"1 - 5";"51467";"Schildgen"
"Isbornweg";"2 - 6";"51467";"Schildgen"
"Jägerhof";"1 - 43";"51467";"Hebborn"
"Jägerhof";"2 - 30";"51467";"Hebborn"
"Jägerstraße";"5 - 87";"51467";"Hebborn"
"Jägerstraße";"6 - 124";"51467";"Hebborn"
"Jägerstraße";"89 - 151";"51467";"Hebborn"
"Jägerstraße";"130 - 138";"51467";"Hebborn"
"Jahnstraße";"3 - 8";"51427";"Kippekausen"
"Jahnstraße";"9 - 12";"51427";"Kippekausen"
"Jakob-Busch-Straße";"1 - 23";"51429";"Lückerath"
"Jakob-Busch-Straße";"2 - 16";"51429";"Lückerath"
"Jakob-Euler-Straße";"1 - 25";"51429";"Lückerath"
"Jakob-Euler-Straße";"2 - 38";"51429";"Lückerath"
"Jakob-Euler-Straße";"27 - 43";"51429";"Lückerath"
"Jakob-Euler-Straße";"40 - 46";"51429";"Lückerath"
"Jakob-Euler-Straße";"46 - 52";"51429";"Lückerath"
"Jakob-Kirch-Straße";"1 - 13";"51465";"Stadtmitte"
"Jakob-Kirch-Straße";"2 - 18";"51465";"Stadtmitte"
"Jakobstraße";"10 - 10";"51465";"Stadtmitte"
"Jakobstraße";"57 - 117";"51465";"Stadtmitte"
"Jan-Wellem-Straße";"6 - 13";"51429";"Bensberg"
"Jan-Wellem-Straße";"15 - 22";"51429";"Bensberg"
"Johann-Bendel-Straße";"1 - 39";"51429";"Bensberg"
"Johann-Bendel-Straße";"2 - 16";"51429";"Bensberg"
"Johann-Bendel-Straße";"16 - 34";"51429";"Bensberg"
"Johann-Burum-Straße";"4 - 48";"51429";"Bärbroich"
"Johann-Burum-Straße";"5 - 23";"51429";"Bärbroich"
"Johann-Wilhelm-Lindlar-S.";"1 - 9";"51465";"Stadtmitte"
"Johann-Wilhelm-Lindlar-S.";"4 - 10";"51465";"Stadtmitte"
"Johann-Wilhelm-Lindlar-S.";"14 - 14";"51465";"Stadtmitte"
"Johann-Wilhelm-Lindlar-S.";"17 - 17";"51465";"Stadtmitte"
"Johannesstraße";"2 - 26";"51465";"Stadtmitte"
"Johannesstraße";"5 - 39";"51465";"Stadtmitte"
"Johannesstraße";"51 - 107";"51465";"Hebborn"
"Johannesstraße";"52 - 136";"51465";"Hebborn"
"Johanniterstraße";"1 - 19";"51429";"Herkenrath"
"Johanniterstraße";"2 - 22";"51429";"Herkenrath"
"Josef-Roemer-Straße";"1 - 73";"51469";"Paffrath"
"Josef-Roemer-Straße";"2 - 64";"51469";"Paffrath"
"Juck";"1 - 43";"51429";"Moitzfeld"
"Juck";"2 - 42";"51429";"Moitzfeld"
"Juckerberg";"1 - 3";"51429";"Bärbroich"
"Juckerberg";"5 - 7";"51429";"Bärbroich"
"Julius-Leber-Straße";"1 - 7";"51427";"Kippekausen"
"Julius-Leber-Straße";"2 - 8";"51427";"Kippekausen"
"Junkersgut";"3 - 15";"51427";"Alt-Refrath"
"Junkersgut";"4 - 14";"51427";"Alt-Refrath"
"Kadettenstraße";"1 - 1";"51429";"Bensberg"
"Kadettenstraße";"2 - 2";"51429";"Bensberg"
"Kadettenstraße";"3 - 15";"51429";"Bensberg"
"Kalkstraße";"17 - 47";"51465";"Stadtmitte"
"Kalkstraße";"20 - 20";"51465";"Stadtmitte"
"Kalmüntener Straße";"1 - 5";"51467";"Schildgen"
"Kalmüntener Straße";"6 - 14";"51467";"Schildgen"
"Kalmüntener Straße";"7 - 23";"51467";"Schildgen"
"Kalmüntener Straße";"28 - 28";"51467";"Schildgen"
"Kalmüntener Straße";"32 - 104";"51467";"Schildgen"
"Kalmüntener Straße";"41 - 61";"51467";"Schildgen"
"Kalmüntener Straße";"65 - 89";"51467";"Schildgen"
"Kalmüntener Straße";"91 - 103";"51467";"Schildgen"
"Kaltenbroich";"3 - 61";"51465";"Sand"
"Kaltenbroich";"6 - 24";"51465";"Sand"
"Kamp";"3 - 5";"51469";"Paffrath"
"Kamp";"4 - 12";"51469";"Paffrath"
"Kämperfeld";"1 - 43";"51469";"Paffrath"
"Kämperfeld";"4 - 28";"51469";"Paffrath"
"Kardinal-Schulte-Straße";"1 - 37";"51429";"Bensberg"
"Kardinal-Schulte-Straße";"2 - 2";"51429";"Bensberg"
"Kardinal-Schulte-Straße";"4 - 32";"51429";"Bensberg"
"Karl-Ernst-Rahtgens-Str.";"1 - 33";"51469";"Paffrath"
"Karl-Ernst-Rahtgens-Str.";"2 - 32";"51469";"Paffrath"
"Karl-Giesen-Straße";"1 - 27";"51467";"Schildgen"
"Karl-Giesen-Straße";"34 - 34";"51467";"Schildgen"
"Karl-Giesen-Straße";"40 - 54";"51467";"Schildgen"
"Karl-Philipp-Straße";"1 - 3";"51429";"Lückerath"
"Karl-Philipp-Straße";"2 - 14";"51429";"Lückerath"
"Karl-Philipp-Straße";"16 - 18";"51429";"Lückerath"
"Karl-Schmidt-Weg";"998 - 998";"51465";"Stadtmitte"
"Karl-Theodor-Straße";"1 - 17";"51429";"Lückerath"
"Karl-Theodor-Straße";"2 - 8";"51429";"Lückerath"
"Karl-Theodor-Straße";"19 - 23";"51429";"Lückerath"
"Kastanienallee";"1 - 5";"51427";"Frankenforst"
"Kastanienallee";"4 - 4";"51427";"Frankenforst"
"Kastanienallee";"7 - 13";"51427";"Frankenforst"
"Kastanienallee";"8 - 10";"51427";"Frankenforst"
"Katharina-Fröhlingsdorf-S";"1 - 23";"51429";"Bärbroich"
"Katharina-Fröhlingsdorf-S";"2 - 10";"51429";"Bärbroich"
"Katharina-Güschen-Weg";"1 - 15";"51429";"Kaule"
"Katharina-Güschen-Weg";"6 - 14";"51429";"Kaule"
"Katharinental";"1 - 27";"51467";"Katterbach"
"Katharinental";"2 - 26";"51467";"Katterbach"
"Katterbachstraße";"1 - 11";"51467";"Katterbach"
"Katterbachstraße";"10 - 26";"51467";"Katterbach"
"Katterbachstraße";"17 - 37";"51467";"Katterbach"
"Katterbachstraße";"30 - 98";"51467";"Katterbach"
"Katterbachstraße";"39 - 61";"51467";"Katterbach"
"Katterbachstraße";"65 - 79";"51467";"Katterbach"
"Katterbachstraße";"85 - 99";"51467";"Katterbach"
"Katterbachstraße";"100 - 116";"51467";"Katterbach"
"Katterbachstraße";"122 - 124";"51467";"Katterbach"
"Kauertweg";"1 - 11";"51427";"Refrath"
"Kauertweg";"2 - 8";"51427";"Refrath"
"Kaule";"1 - 29";"51429";"Kaule"
"Kaule";"2 - 24";"51429";"Kaule"
"Kaule";"28 - 48";"51429";"Kaule"
"Kaule";"31 - 49";"51429";"Kaule"
"Kaule";"50 - 60";"51429";"Kaule"
"Kaule";"55 - 55";"51429";"Kaule"
"Kaule";"64 - 76";"51429";"Kaule"
"Kaule";"73 - 89";"51429";"Kaule"
"Kaule";"78 - 88";"51429";"Kaule"
"Kaule";"90 - 94";"51429";"Kaule"
"Kauler Feld";"1 - 17";"51429";"Bärbroich"
"Kauler Feld";"2 - 12";"51429";"Bärbroich"
"Kauler Feld";"38 - 62";"51429";"Bärbroich"
"Kauler Kreuzgasse";"1 - 15";"51429";"Kaule"
"Kauler Kreuzgasse";"2 - 18";"51429";"Kaule"
"Kauler Straße";"1 - 19";"51429";"Bensberg"
"Kauler Straße";"4 - 20";"51429";"Bensberg"
"Kauler Straße";"21 - 39";"51429";"Bensberg"
"Kauler Straße";"36 - 36";"51429";"Bensberg"
"Kauler Straße";"41 - 53";"51429";"Bensberg"
"Keltenweg";"1 - 7";"51467";"Hebborn"
"Keltenweg";"2 - 20";"51467";"Hebborn"
"Kempener Straße";"100 - 136";"51467";"Katterbach"
"Kempener Straße";"138 - 152";"51467";"Katterbach"
"Kempener Straße";"145 - 187";"51467";"Katterbach"
"Kempener Straße";"154 - 174";"51467";"Katterbach"
"Kempener Straße";"189 - 207";"51467";"Katterbach"
"Kempener Straße";"196 - 198";"51467";"Katterbach"
"Kempener Straße";"204 - 206";"51467";"Katterbach"
"Kempener Straße";"212 - 254";"51467";"Katterbach"
"Kempener Straße";"215 - 259";"51467";"Katterbach"
"Kempener Straße";"256 - 258";"51467";"Katterbach"
"Kempershäuschen";"1 - 23";"51427";"Refrath"
"Kempershäuschen";"2 - 2";"51427";"Refrath"
"Kempershäuschen";"4 - 26";"51427";"Refrath"
"Kettnerweg";"1 - 15";"51429";"Lückerath"
"Kettnerweg";"17 - 19";"51429";"Lückerath"
"Kicke";"1 - 11";"51427";"Alt-Refrath"
"Kicke";"6 - 12";"51427";"Alt-Refrath"
"Kicke";"18 - 18";"51427";"Alt-Refrath"
"Kicke";"19 - 19";"51427";"Alt-Refrath"
"Kiebitzstraße";"1 - 1";"51427";"Frankenforst"
"Kiebitzstraße";"2 - 22";"51427";"Frankenforst"
"Kiebitzstraße";"13 - 15";"51427";"Frankenforst"
"Kiefernweg";"1 - 13";"51469";"Heidkamp"
"Kiefernweg";"2 - 14";"51469";"Heidkamp"
"Kiefernweg";"15 - 27";"51469";"Heidkamp"
"Kiefernweg";"16 - 38";"51469";"Heidkamp"
"Kiel";"1 - 12";"51429";"Bärbroich"
"Kieppemühlenweg";"2 - 18";"51427";"Alt-Refrath"
"Kieppemühlenweg";"3 - 13";"51427";"Alt-Refrath"
"Kierdorf";"1 - 15";"51429";"Herkenrath"
"Kierdorf";"2 - 8";"51429";"Herkenrath"
"Kierdorf";"17 - 29";"51429";"Herkenrath"
"Kierdorf";"22 - 28";"51429";"Herkenrath"
"Kierdorfer Feld";"2 - 50";"51429";"Herkenrath"
"Kierdorfer Feld";"7 - 45";"51429";"Herkenrath"
"Kierspelstraße";"3 - 9";"51427";"Refrath"
"Kierspelstraße";"8 - 12";"51427";"Refrath"
"Kippekausen";"1 - 123";"51427";"Kippekausen"
"Kippekausen";"4 - 14";"51427";"Kippekausen"
"Kippekausen";"20 - 22";"51427";"Kippekausen"
"Kippekausen";"24 - 34";"51427";"Kippekausen"
"Kippekausen";"36 - 54";"51427";"Kippekausen"
"Kirchfeld";"1 - 3";"51427";"Alt-Refrath"
"Kirchfeld";"10 - 18";"51427";"Alt-Refrath"
"Kirchgasse";"1 - 15";"51429";"Herkenrath"
"Kirchgasse";"2 - 20";"51429";"Herkenrath"
"Kirchplatz";"2 - 24";"51427";"Refrath"
"Kirchplatz";"3 - 7";"51427";"Refrath"
"Klafterweg";"1 - 3";"51427";"Refrath"
"Klafterweg";"2 - 14";"51427";"Refrath"
"Klausenberg";"1 - 1";"51429";"Bensberg"
"Klausenberg";"2 - 2";"51429";"Bensberg"
"Klausenberg";"3 - 6";"51429";"Bensberg"
"Klausenberg";"7 - 25";"51429";"Bensberg"
"Klausenberg";"8 - 8";"51429";"Bensberg"
"Klausenberg";"16 - 24";"51429";"Bensberg"
"Klein Buchholz";"2 - 2";"51429";"Moitzfeld"
"Klein Hohn";"8 - 22";"51429";"Moitzfeld"
"Klein Hohn";"24 - 68";"51429";"Moitzfeld"
"Kleiststraße";"1 - 7";"51429";"Herkenrath"
"Kleiststraße";"2 - 6";"51429";"Herkenrath"
"Kley";"2 - 4";"51467";"Romaney"
"Kleyer Hof";"1 - 2";"51467";"Romaney"
"Klutstein";"1 - 41";"51467";"Katterbach"
"Klutstein";"2 - 34";"51467";"Katterbach"
"Knoppenbissen";"1 - 1";"51465";"Sand"
"Kochsgut";"1 - 31";"51427";"Alt-Refrath"
"Kochsgut";"2 - 14";"51427";"Alt-Refrath"
"Köhlerweg";"1 - 13";"51427";"Refrath"
"Köhlerweg";"4 - 10";"51427";"Refrath"
"Köhlerweg";"12 - 20";"51427";"Refrath"
"Köhlerweg";"15 - 21";"51427";"Refrath"
"Kölner Straße";"20 - 52";"51429";"Bensberg"
"Kölner Straße";"23 - 35";"51429";"Bensberg"
"Kölner Straße";"39 - 55";"51429";"Bensberg"
"Kölner Straße";"54 - 68";"51429";"Kaule"
"Kölner Straße";"63 - 69";"51429";"Kaule"
"Kölner Straße";"70 - 82";"51429";"Kaule"
"Kölner Straße";"73 - 81";"51429";"Kaule"
"Kölner Straße";"83 - 101";"51429";"Kaule"
"Kölner Straße";"92 - 104";"51429";"Kaule"
"Kölner Straße";"105 - 107";"51429";"Kaule"
"Kolpingstraße";"2 - 8";"51469";"Paffrath"
"Kolpingstraße";"12 - 28";"51469";"Paffrath"
"Kolpingstraße";"30 - 48";"51469";"Paffrath"
"Kolpingstraße";"41 - 75";"51469";"Paffrath"
"Kolpingstraße";"50 - 90";"51469";"Paffrath"
"Königsberger Straße";"1 - 5";"51469";"Hand"
"Königsberger Straße";"2 - 6";"51469";"Hand"
"Königsberger Straße";"7 - 73";"51469";"Hand"
"Königsberger Straße";"8 - 48";"51469";"Hand"
"Konrad-Adenauer-Platz";"1 - 2";"51465";"Stadtmitte"
"Konrad-Adenauer-Platz";"3 - 3";"51465";"Stadtmitte"
"Konrad-Adenauer-Platz";"4 - 7";"51465";"Stadtmitte"
"Konrad-Adenauer-Platz";"8 - 9";"51465";"Stadtmitte"
"Konrad-Adenauer-Platz";"12 - 14";"51465";"Stadtmitte"
"Kopernikusstraße";"2 - 12";"51427";"Refrath"
"Kopernikusstraße";"3 - 13";"51427";"Refrath"
"Kornstraße";"1 - 17";"51427";"Lustheide"
"Kornstraße";"2 - 16";"51427";"Lustheide"
"Kornstraße";"18 - 22";"51427";"Lustheide"
"Kotzfeld";"2 - 4";"51429";"Bärbroich"
"Kradepohlsmühle";"1 - 1";"51469";"Gronau"
"Kradepohlsmühlenweg";"1 - 3";"51469";"Gronau"
"Kradepohlsmühlenweg";"4 - 16";"51469";"Gronau"
"Krebsbachstraße";"1 - 45";"51429";"Moitzfeld"
"Krebsbachstraße";"2 - 20";"51429";"Moitzfeld"
"Krebsweg";"1 - 11";"51427";"Lustheide"
"Krebsweg";"2 - 18";"51427";"Lustheide"
"Krebsweg";"15 - 17";"51427";"Lustheide"
"Kriemhildenpfad";"1 - 17";"51469";"Gronau"
"Kriemhildenpfad";"2 - 16";"51469";"Gronau"
"Kuckelberg";"1 - 2";"51467";"Romaney"
"Kuckelberg";"3 - 7";"51467";"Romaney"
"Kuckucksweg";"1 - 3";"51427";"Refrath"
"Kuckucksweg";"2 - 12";"51427";"Refrath"
"Kuckucksweg";"9 - 13";"51427";"Refrath"
"Külheimer Mühle";"1 - 1";"51429";"Moitzfeld"
"Kümperfeld";"1 - 17";"51467";"Katterbach"
"Kümperfeld";"2 - 20";"51467";"Katterbach"
"Kurt-Schumacher-Straße";"1 - 9";"51427";"Frankenforst"
"Kurt-Schumacher-Straße";"2 - 32";"51427";"Frankenforst"
"Kürtener Straße";"1 - 29";"51465";"Sand"
"Kürtener Straße";"2 - 10";"51465";"Sand"
"Kürtener Straße";"71 - 87";"51465";"Sand"
"Kürtener Straße";"318 - 330";"51465";"Herrenstrunden"
"Kürtener Straße";"339 - 339";"51465";"Herrenstrunden"
"Lachsweg";"1 - 7";"51427";"Lustheide"
"Lachsweg";"8 - 8";"51427";"Lustheide"
"Langemarckweg";"5 - 13";"51465";"Stadtmitte"
"Langemarckweg";"14 - 56";"51465";"Stadtmitte"
"Langemarckweg";"17 - 65";"51465";"Stadtmitte"
"Langenbrück";"1 - 3";"51427";"Alt-Refrath"
"Langenbrück";"2 - 20";"51427";"Alt-Refrath"
"Langenmorgen";"1 - 11";"51429";"Moitzfeld"
"Langenmorgen";"2 - 14";"51429";"Moitzfeld"
"Lärchenweg";"1 - 9";"51429";"Bensberg"
"Lärchenweg";"2 - 14";"51429";"Bensberg"
"Laurentiusstraße";"4 - 54";"51465";"Stadtmitte"
"Laurentiusstraße";"5 - 77";"51465";"Stadtmitte"
"Laurentiusstraße";"66 - 98";"51465";"Stadtmitte"
"Laurentiusstraße";"83 - 97";"51465";"Stadtmitte"
"Lehmpöhle";"1 - 21";"51429";"Lückerath"
"Lehmpöhle";"2 - 20";"51429";"Lückerath"
"Leibnizstraße";"15 - 31";"51469";"Gronau"
"Leibnizstraße";"16 - 28";"51469";"Gronau"
"Lenaustraße";"1 - 3";"51429";"Herkenrath"
"Lenaustraße";"2 - 8";"51429";"Herkenrath"
"Lenaustraße";"5 - 7";"51429";"Herkenrath"
"Lerbacher Weg";"1 - 1";"51469";"Heidkamp"
"Lerbacher Weg";"2 - 8";"51469";"Heidkamp"
"Lerbacher Weg";"10 - 20";"51469";"Heidkamp"
"Lerbacher Weg";"22 - 26";"51469";"Heidkamp"
"Lerbacher Weg";"25 - 25";"51469";"Heidkamp"
"Lerbacher Weg";"70 - 70";"51469";"Sand"
"Lessingstraße";"2 - 10";"51429";"Herkenrath"
"Leuchter Gemark";"1 - 9";"51467";"Katterbach"
"Leuchter Gemark";"2 - 24";"51467";"Katterbach"
"Leuchter Gemark";"11 - 17";"51467";"Katterbach"
"Leuchter Gemark";"19 - 21";"51467";"Katterbach"
"Leuchter Gemark";"26 - 26";"51467";"Katterbach"
"Leverkusener Straße";"2 - 10";"51467";"Schildgen"
"Leverkusener Straße";"3 - 5";"51467";"Schildgen"
"Leverkusener Straße";"7 - 9";"51467";"Schildgen"
"Leverkusener Straße";"13 - 39";"51467";"Schildgen"
"Leverkusener Straße";"20 - 28";"51467";"Schildgen"
"Leverkusener Straße";"41 - 65";"51467";"Schildgen"
"Leverkusener Straße";"67 - 71";"51467";"Schildgen"
"Leverkusener Straße";"70 - 76";"51467";"Schildgen"
"Leverkusener Straße";"73 - 77";"51467";"Schildgen"
"Leverkusener Straße";"78 - 80";"51467";"Schildgen"
"Lichtenweg";"2 - 2";"51465";"Sand"
"Lichtenweg";"3 - 3";"51465";"Sand"
"Lichtenweg";"4 - 52";"51465";"Sand"
"Lichtenweg";"15 - 43";"51465";"Sand"
"Lichtenweg";"49 - 65";"51465";"Sand"
"Liebigstraße";"1 - 27";"51465";"Stadtmitte"
"Liebigstraße";"2 - 34";"51465";"Stadtmitte"
"Lilienweg";"1 - 5";"51427";"Refrath"
"Lilienweg";"2 - 8";"51427";"Refrath"
"Lilienweg";"7 - 11";"51427";"Refrath"
"Lilienweg";"10 - 18";"51427";"Refrath"
"Lindenweg";"2 - 8";"51429";"Moitzfeld"
"Lisztstraße";"1 - 23";"51467";"Schildgen"
"Lisztstraße";"2 - 10";"51467";"Schildgen"
"Lochermühle";"8 - 8";"51465";"Sand"
"Lochsberg";"1 - 2";"51465";"Stadtmitte"
"Löhe";"1 - 17";"51429";"Moitzfeld"
"Löhe";"2 - 44";"51429";"Moitzfeld"
"Löhe";"19 - 41";"51429";"Moitzfeld"
"Löhe";"43 - 51";"51429";"Moitzfeld"
"Löhe";"46 - 56";"51429";"Moitzfeld"
"Löher Höhenweg";"1 - 25";"51429";"Moitzfeld"
"Löher Höhenweg";"2 - 12";"51429";"Moitzfeld"
"Löher Höhenweg";"14 - 36";"51429";"Moitzfeld"
